frequency_Hz,period_s,power_A0,power_A1,power_A2,above_1pct_FAP_A0,above_1pct_FAP_A1,above_1pct_FAP_A2
0.02830447,35.33,0.000000,0.154962,0.230563,0,0,0
0.02864032,34.92,0.000000,0.301071,0.153985,0,0,0
0.02898015,34.51,0.000000,0.415363,0.172997,0,0,0
0.02932402,34.10,0.000000,0.136242,0.479250,0,0,0
0.02967197,33.70,0.000000,0.154360,0.238186,0,0,0
0.03002405,33.31,0.000000,0.071535,1.613668,0,0,0
0.03038030,32.92,0.000000,0.381423,0.058951,0,0,0
0.03074078,32.53,0.000000,0.102736,0.058138,0,0,0
0.03110554,32.15,0.000000,0.419795,0.164510,0,0,0
0.03147463,31.77,0.000000,0.148416,0.213034,0,0,0
0.03184810,31.40,0.000000,0.211828,0.030708,0,0,0
0.03222599,31.03,0.000000,0.080357,0.230395,0,0,0
0.03260838,30.67,0.000000,0.064984,0.072495,0,0,0
0.03299530,30.31,0.000000,0.537424,0.170762,0,0,0
0.03338681,29.95,0.000000,0.136110,0.082737,0,0,0
0.03378296,29.60,0.000000,0.189322,0.020839,0,0,0
0.03418382,29.25,0.000000,0.181562,0.244710,0,0,0
0.03458943,28.91,0.000000,0.171658,0.593865,0,0,0
0.03499986,28.57,0.000000,0.034995,0.147655,0,0,0
0.03541515,28.24,0.000000,0.575366,0.518841,0,0,0
0.03583538,27.91,0.000000,0.053863,0.591814,0,0,0
0.03626059,27.58,0.000000,0.023291,0.083275,0,0,0
0.03669084,27.25,0.000000,0.187358,0.370672,0,0,0
0.03712620,26.94,0.000000,0.072849,0.268667,0,0,0
0.03756673,26.62,0.000000,0.033777,0.023479,0,0,0
0.03801248,26.31,0.000000,0.417878,0.304716,0,0,0
0.03846353,26.00,0.000000,0.226483,0.430433,0,0,0
0.03891992,25.69,0.000000,0.060977,0.045672,0,0,0
0.03938173,25.39,0.000000,0.080040,0.246368,0,0,0
0.03984902,25.09,0.000000,0.079185,0.348792,0,0,0
0.04032185,24.80,0.000000,0.591878,0.751012,0,0,0
0.04080030,24.51,0.000000,0.605414,1.715821,0,0,0
0.04128442,24.22,0.000000,0.237630,0.286213,0,0,0
0.04177429,23.94,0.000000,0.173955,1.215820,0,0,0
0.04226997,23.66,0.000000,1.144007,0.166408,0,0,0
0.04277153,23.38,0.000000,0.449685,0.035269,0,0,0
0.04327904,23.11,0.000000,0.462156,0.278252,0,0,0
0.04379257,22.83,0.000000,0.459608,0.258530,0,0,0
0.04431220,22.57,0.000000,2.523713,0.895166,0,0,0
0.04483799,22.30,0.000000,0.405896,0.059388,0,0,0
0.04537002,22.04,0.000000,0.029688,0.778725,0,0,0
0.04590837,21.78,0.000000,0.469141,0.087591,0,0,0
0.04645310,21.53,0.000000,0.344593,0.524555,0,0,0
